学号,性别,民族,省份,语文,外语,数学
1181020202287 ,女,黎族,海南省,,,
1181020202288 ,女,汉族,海南省,,,
1181020202289 ,女,汉族,海南省,,,
1181020202290 ,男,苗族,海南省,,,
1181020202291 ,女,苗族,海南省,,,
1181020202292 ,女,黎族,海南省,,,
1181020202293 ,女,汉族,海南省,,,
1181020202294 ,男,汉族,海南省,,,
1181020202295 ,男,汉族,海南省,,,
1181020202296 ,女,黎族,海南省,,,
1181020202297 ,女,汉族,海南省,,,
1181020202298 ,男,汉族,海南省,,,
1181020202299 ,女,黎族,海南省,,,
1181020202300 ,男,汉族,海南省,,,
1181020202301 ,女,汉族,海南省,,,
1181020202302 ,男,汉族,海南省,,,
1181020202303 ,男,汉族,海南省,,,
1181020202304 ,女,汉族,海南省,,,
1181020202305 ,女,黎族,海南省,,,
1181020202306 ,女,汉族,海南省,,,
1181020202307 ,男,汉族,海南省,,,
1181020202308 ,女,黎族,海南省,,,
1181020202309 ,女,汉族,海南省,,,
1181020202310 ,女,汉族,海南省,,,
1181020202311 ,女,黎族,海南省,,,
1181020202312 ,女,汉族,海南省,,,
1181020202313 ,女,汉族,海南省,,,
1181020202314 ,女,汉族,海南省,,,
1181020202315 ,女,汉族,河南省,113,126,111
1181020202316 ,女,汉族,云南省,108,127,97
1181020202317 ,男,汉族,云南省,108,128,103
1181020202318 ,男,壮族,云南省,118,94,84
1181020202319 ,男,汉族,云南省,108,95,116
1181020202320 ,女,汉族,云南省,116,112,113
1181020202321 ,女,回族,云南省,107,103,123
1181020202322 ,女,白族,云南省,108,110,111
1181020202323 ,女,汉族,云南省,116,114,99
1181020202324 ,男,哈尼族,云南省,98,113,95
1181020202325 ,女,彝族,云南省,113,112,105
1181020202326 ,女,汉族,云南省,121,106,112
1181020202327 ,女,汉族,云南省,116,119,106
1181020202328 ,男,汉族,云南省,105,93,113
1181020202329 ,女,汉族,云南省,111,111,112
1181020202330 ,女,彝族,云南省,107,106,100
1181020202331 ,男,汉族,云南省,105,100,102
1181020202332 ,男,汉族,云南省,115,105,86
1181020202333 ,女,汉族,云南省,99,112,103
1181020202334 ,女,汉族,云南省,99,114,108
1181020202335 ,女,汉族,云南省,109,88,123
1181020202336 ,女,汉族,云南省,109,118,105
1181020202337 ,女,汉族,云南省,105,125,76
1181020202338 ,男,哈尼族,云南省,98,88,125
1181020202339 ,女,汉族,云南省,112,106,116
1181020202340 ,女,汉族,云南省,110,114,86
1181020202341 ,女,彝族,云南省,114,91,90
1181020202342 ,女,汉族,云南省,103,104,103
1181020202343 ,女,汉族,云南省,115,117,107
1181020202344 ,女,汉族,云南省,114,117,87
1181020202345 ,男,纳西族,云南省,121,129,104
1181020202346 ,女,汉族,云南省,107,99,111
1181020202347 ,男,汉族,云南省,106,85,124
1181020202348 ,女,汉族,云南省,109,104,103
1181020202349 ,女,傈僳族,云南省,114,79,104
1181020202350 ,男,汉族,云南省,100,124,113
1181020202351 ,女,白族,云南省,111,107,93
1181020202352 ,女,汉族,四川省,111,126,112
1181020202353 ,男,汉族,四川省,111,84,111
1181020202354 ,女,汉族,四川省,108,115,102
1181020202355 ,女,汉族,四川省,103,115,104
1181020202356 ,男,汉族,四川省,106,98,117
1181020202357 ,女,汉族,四川省,98,105,111
1181020202358 ,女,汉族,四川省,99,110,122
1181020202359 ,女,汉族,四川省,103,118,91
1181020202360 ,女,汉族,四川省,102,115,95
1181020202361 ,女,汉族,四川省,107,100,108
1181020202362 ,女,汉族,四川省,109,117,100
1181020202363 ,女,汉族,四川省,101,123,96
1181020202364 ,男,汉族,四川省,100,103,105
1181020202365 ,男,汉族,四川省,100,133,92
1181020202366 ,女,汉族,四川省,111,91,102
1181020202367 ,女,汉族,四川省,91,126,114
1181020202368 ,女,汉族,四川省,103,114,100
1181020202369 ,男,汉族,四川省,104,106,112
1181020202370 ,女,汉族,四川省,99,111,98
1181020202371 ,女,汉族,四川省,98,128,84
1181020202372 ,女,汉族,四川省,104,123,104
1181020202373 ,女,汉族,四川省,106,97,102
1181020202374 ,女,汉族,四川省,112,126,94
1181020202375 ,女,汉族,四川省,96,124,103
1181020202376 ,男,汉族,四川省,94,99,113
1181020202377 ,女,汉族,四川省,106,105,110
1181020202378 ,女,汉族,四川省,95,104,122
1181020202379 ,女,汉族,重庆市,106,111,89
1181020202380 ,男,汉族,重庆市,97,118,58
1181020202381 ,男,汉族,重庆市,89,111,88
1181020202382 ,女,汉族,重庆市,104,108,77
1181020202383 ,男,汉族,河南省,111,104,123
1181020202384 ,男,汉族,河南省,116,120,116
1181020202385 ,男,汉族,河南省,115,96,124
1181020202386 ,女,汉族,黑龙江省,101,112,116
1181020202387 ,女,汉族,黑龙江省,109,90,96
1181020202388 ,女,汉族,黑龙江省,111,108,97
1181020202389 ,女,汉族,黑龙江省,105,114,91
1181020202390 ,女,汉族,黑龙江省,107,106,75
1181020202391 ,女,汉族,黑龙江省,101,102,102
1181020202392 ,女,汉族,黑龙江省,111,126,84
1181020202393 ,女,汉族,黑龙江省,106,100,80
1181020202394 ,男,汉族,黑龙江省,97,78,95
1181020202395 ,女,汉族,黑龙江省,95,90,98
1181020202396 ,女,汉族,黑龙江省,97,95,72
1181020202397 ,女,汉族,黑龙江省,109,99,67
1181020202398 ,女,汉族,黑龙江省,106,99,96
1181020202399 ,男,汉族,黑龙江省,104,96,76
1181020202400 ,女,汉族,黑龙江省,103,89,75
1181020202401 ,男,汉族,黑龙江省,88,76,82
1181020202402 ,男,汉族,黑龙江省,103,96,74
1181020202403 ,男,汉族,四川省,104,101,121
1181020202404 ,男,汉族,四川省,104,118,101
1181020202405 ,女,汉族,四川省,103,119,110
1181020202406 ,男,汉族,四川省,103,128,105
1181020202407 ,女,汉族,四川省,103,106,104
1181020202408 ,男,汉族,四川省,99,131,115
1181020202409 ,女,汉族,四川省,113,117,99
1181020202410 ,女,汉族,四川省,111,115,103
1181020202411 ,女,汉族,四川省,94,120,115
1181020202412 ,女,汉族,四川省,88,110,125
1181020202413 ,男,汉族,四川省,107,116,109
1181020202414 ,女,汉族,西藏自治区,107,127,94
1181020202415 ,女,汉族,西藏自治区,112,127,102
1181020202416 ,女,汉族,西藏自治区,100,112,119
1181020202417 ,男,汉族,西藏自治区,110,113,102
1181020202418 ,男,汉族,西藏自治区,111,103,100
1181020202419 ,男,汉族,西藏自治区,109,118,112
1181020202420 ,女,汉族,西藏自治区,104,124,112
1181020202421 ,女,汉族,西藏自治区,115,103,104
1181020202422 ,女,汉族,西藏自治区,95,120,108
1181020202423 ,女,汉族,西藏自治区,105,116,98
1181020202424 ,女,汉族,西藏自治区,99,110,108
1181020202425 ,男,汉族,西藏自治区,112,100,118
1181020202426 ,男,回族,西藏自治区,105,120,100
1181020202427 ,女,汉族,西藏自治区,103,94,104
1181020202428 ,男,汉族,西藏自治区,104,121,95
1181020202429 ,女,汉族,西藏自治区,112,114,115
1181020202430 ,男,汉族,西藏自治区,113,89,99
1181020202431 ,男,汉族,西藏自治区,102,108,117
1181020202432 ,女,汉族,西藏自治区,116,120,95
1181020202433 ,男,汉族,西藏自治区,111,87,110
1181020202434 ,女,藏族,西藏自治区,,76,56
1181020202435 ,女,藏族,西藏自治区,,51,61
1181020202436 ,女,藏族,西藏自治区,,59,57
1181020202437 ,女,藏族,西藏自治区,,44,76
1181020202438 ,女,藏族,西藏自治区,,46,78
1181020202439 ,女,藏族,西藏自治区,,60,70
1181020202440 ,女,藏族,西藏自治区,,58,44
1181020202441 ,男,藏族,西藏自治区,,44,68
1181020202442 ,女,藏族,西藏自治区,,53,59
1181020202443 ,女,藏族,西藏自治区,,74,55
1181020202444 ,女,藏族,西藏自治区,,61,69
1181020202445 ,女,藏族,西藏自治区,,56,62
1181020202446 ,女,藏族,西藏自治区,,34,57
1181020202447 ,女,藏族,西藏自治区,,89,40
1181020202448 ,男,藏族,西藏自治区,,37,61
1181020202449 ,女,藏族,西藏自治区,,51,50
1181020202450 ,女,藏族,西藏自治区,,71,62
1181020202451 ,女,藏族,西藏自治区,,68,42
1181020202452 ,男,藏族,西藏自治区,,34,67
1181020202453 ,男,汉族,福建省,104,128,97
1181020202454 ,男,汉族,福建省,122,126,70
1181020202455 ,女,汉族,湖北省,106,108,99
1181020202456 ,女,汉族,湖北省,90,110,123
1181020202457 ,女,汉族,四川省,113,117,89
1181020202458 ,男,汉族,吉林省,103,113,88
1181020202459 ,女,汉族,吉林省,102,114,99
1181020202460 ,女,汉族,吉林省,104,112,84
1181020202461 ,女,汉族,吉林省,117,107,74
1181020202462 ,女,汉族,吉林省,108,113,81
1181020202463 ,女,汉族,吉林省,113,70,112
1181020202464 ,女,汉族,吉林省,101,113,87
1181020202465 ,女,汉族,吉林省,116,108,74
1181020202466 ,女,汉族,吉林省,109,128,56
1181020202467 ,男,汉族,吉林省,106,84,81
1181020202468 ,男,汉族,吉林省,102,90,85
1181020202469 ,男,汉族,吉林省,105,108,84
1181020202470 ,男,汉族,吉林省,109,92,78
1181020202471 ,男,汉族,云南省,99,98,101
1181020202472 ,女,汉族,云南省,109,100,95
1181020202473 ,男,汉族,云南省,94,83,95
1181020202474 ,女,汉族,云南省,106,95,89
1181020202475 ,女,汉族,西藏自治区,108,117,79
1181020202476 ,女,汉族,黑龙江省,97,116,78
1181020202477 ,女,汉族,新疆维吾尔族自治区,99,111,97
1181020202478 ,男,汉族,新疆维吾尔族自治区,102,68,96
1181020202479 ,男,汉族,新疆维吾尔族自治区,111,76,79
1181020202480 ,男,汉族,新疆维吾尔族自治区,106,79,82
1181020202481 ,男,汉族,新疆维吾尔族自治区,88,100,91
1181020202482 ,女,汉族,新疆维吾尔族自治区,113,92,66
1181020202483 ,女,汉族,新疆维吾尔族自治区,108,102,71
1181020202484 ,女,汉族,新疆维吾尔族自治区,113,86,61
1181020202485 ,女,汉族,新疆维吾尔族自治区,102,99,78
1181020202486 ,女,汉族,新疆维吾尔族自治区,107,103,66
1181020202487 ,女,汉族,新疆维吾尔族自治区,94,93,87
1181020202488 ,女,汉族,新疆维吾尔族自治区,105,100,74
1181020202489 ,男,汉族,新疆维吾尔族自治区,105,79,75
1181020202490 ,男,汉族,新疆维吾尔族自治区,92,71,87
1181020202491 ,男,汉族,新疆维吾尔族自治区,110,103,61
1181020202492 ,男,汉族,新疆维吾尔族自治区,109,79,61
1181020202493 ,女,汉族,新疆维吾尔族自治区,99,96,72
1181020202494 ,女,汉族,新疆维吾尔族自治区,107,64,84
1181020202495 ,女,汉族,新疆维吾尔族自治区,118,86,59
1181020202496 ,女,回族,新疆维吾尔族自治区,106,106,64
1181020202497 ,女,汉族,新疆维吾尔族自治区,88,66,89
